type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb
video	post_page_20446254070	20446254070_10155222882054071	https://www.facebook.com/20446254070/posts/10155222882054071	"The little dance of happiness 10 seconds in tells you all you need to know."	https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/21269353_2365665863659110_4411991217647124480_n.jpg?oh=903625d17a873953859aa2ac084a5885&oe=5A9A687E	https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/21269353_2365665863659110_4411991217647124480_n.jpg?oh=7c9b06da8178700520cf76d83c5eb0dc&oe=5AAADD5C	https://www.facebook.com/BusinessInsiderUK/videos/2365662433659453/	facebook.com	2017-11-13T16:20:00+0000	1510590000	"2017-11-13 17:20:00"	1935	1970	2480	0	4450
link	post_page_20446254070	20446254070_10155222943134071	https://www.facebook.com/20446254070/posts/10155222943134071	"You would need to run for 43 minutes to burn off a quarter slice of pizza."	https://external.xx.fbcdn.net/safe_image.php?d=AQBa4ydfv8eN0doc&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09c11209df6a134d052505%2F2bb0afe16a9f97764b07b333088077e1e3d95893_05c75aca633024feee23d621373b4660aef2d3b5_facebook&cfs=1&sx=0&sy=0&sw=720&sh=720&_nc_hash=AQBHkxNX9h_xTRcf	https://external.xx.fbcdn.net/safe_image.php?d=AQAMDXIYPtNEAMAf&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09c11209df6a134d052505%2F2bb0afe16a9f97764b07b333088077e1e3d95893_05c75aca633024feee23d621373b4660aef2d3b5_facebook&_nc_hash=AQDP0RjRsSmFGcsV	http://bit.ly/2ibWqml	bit.ly	2017-11-13T16:15:00+0000	1510589700	"2017-11-13 17:15:00"	29	8	37	25	70
link	post_page_20446254070	20446254070_10155222932869071	https://www.facebook.com/20446254070/posts/10155222932869071	" The death penalty is available in cases of pre-mediated murder  as appears possible in this case   a legal expert said."	https://external.xx.fbcdn.net/safe_image.php?d=AQAHxwgAAjeXHno7&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09be20f8594cc771052516%2Fd0d3c2994d1c8d14e71e4dcf1d8522735bd6fa5f_4b1e99df9aa5f7adb15e78f4a0ee7a910a1bc5e6_facebook&cfs=1&_nc_hash=AQAHWo6IqQHLcK5N	https://external.xx.fbcdn.net/safe_image.php?d=AQAcosMbTdZd7IPG&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09be20f8594cc771052516%2Fd0d3c2994d1c8d14e71e4dcf1d8522735bd6fa5f_4b1e99df9aa5f7adb15e78f4a0ee7a910a1bc5e6_facebook&_nc_hash=AQAJp-zSaujJBG6E	http://read.bi/2mlnyUC	read.bi	2017-11-13T16:12:05+0000	1510589525	"2017-11-13 17:12:05"	303	87	431	69	587
video	post_page_20446254070	20446254070_10155222928659071	https://www.facebook.com/20446254070/posts/10155222928659071	"The difference in healing times is huge."	https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/23521361_1365142116927794_6580406822555877376_n.jpg?oh=25a01b4e3703a1e219759a5c2e0290e5&oe=5A988115	https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/23521361_1365142116927794_6580406822555877376_n.jpg?oh=32a19b9d77ab285e91b6920bdaf05c8e&oe=5A647937	https://www.facebook.com/BusinessInsiderScience/videos/1365139660261373/	facebook.com	2017-11-13T16:10:53+0000	1510589453	"2017-11-13 17:10:53"	317	34	399	0	433
link	post_page_20446254070	20446254070_10155222800509071	https://www.facebook.com/20446254070/posts/10155222800509071	" Stupidest possible reason for all of us to die   John Oliver said."	https://external.xx.fbcdn.net/safe_image.php?d=AQC9wanOIhwrPmme&w=130&h=130&url=http%3A%2F%2Fstatic2.businessinsider.com%2Fimage%2F5a09ab733dbef41d008b5842-1190-625%2Fjohn-oliver-on-trumps-short-and-fat-kim-jong-un-tweet-stupidest-possible-reason-for-all-of-us-to-die.jpg&cfs=1&sx=446&sy=0&sw=595&sh=595&_nc_hash=AQDazER4Y3n9RwlK	https://external.xx.fbcdn.net/safe_image.php?d=AQBHGQm2YbnC_pCT&url=http%3A%2F%2Fstatic2.businessinsider.com%2Fimage%2F5a09ab733dbef41d008b5842-1190-625%2Fjohn-oliver-on-trumps-short-and-fat-kim-jong-un-tweet-stupidest-possible-reason-for-all-of-us-to-die.jpg&_nc_hash=AQANgS4oYfQLjPeY	http://www.businessinsider.com/john-oliver-on-trump-kim-jong-un-short-and-fat-tweet-stupidest-possible-reason-for-us-to-die-2017-11	businessinsider.com	2017-11-13T16:10:00+0000	1510589400	"2017-11-13 17:10:00"	169	68	233	17	318
link	post_page_20446254070	20446254070_10155222903354071	https://www.facebook.com/20446254070/posts/10155222903354071	"Who makes the best pizza: Blaze Pizza  MOD Pizza  or Pieology?"	https://external.xx.fbcdn.net/safe_image.php?d=AQDgR1dR0ISxRQGK&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09b2a009df6a3d5c3afb21%2F31f2853797aa562b932306a939bae1cfa6a81a12_0c0e8b02990119f8813a2ff734b863e1fdc041d8_facebook&cfs=1&_nc_hash=AQCEjegcWSj_N4y3	https://external.xx.fbcdn.net/safe_image.php?d=AQA5_kfuyloufIbD&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09b2a009df6a3d5c3afb21%2F31f2853797aa562b932306a939bae1cfa6a81a12_0c0e8b02990119f8813a2ff734b863e1fdc041d8_facebook&_nc_hash=AQBQUd3B2kRJkigP	http://read.bi/2AACQH3	read.bi	2017-11-13T16:00:37+0000	1510588837	"2017-11-13 17:00:37"	41	16	44	8	68
video	post_page_20446254070	20446254070_10155222895199071	https://www.facebook.com/20446254070/posts/10155222895199071	"Light reflection technology detects the color red."	https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/23473813_1180811918721017_3940872140370214912_n.jpg?oh=738a96371ba94d8e7bc5de4306e5ad0d&oe=5A99B420	https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/23473813_1180811918721017_3940872140370214912_n.jpg?oh=15c37f6d4380e80c0dc0a43cbb7a41b3&oe=5AA77C02	https://www.facebook.com/Insiderinventions/videos/1180806132054929/	facebook.com	2017-11-13T15:56:03+0000	1510588563	"2017-11-13 16:56:03"	6543	615	8106	0	8721
link	post_page_20446254070	20446254070_10155222739704071	https://www.facebook.com/20446254070/posts/10155222739704071	"Scott Eastwood has had a bunch of small cameos in Clint Eastwood s films."	https://external.xx.fbcdn.net/safe_image.php?d=AQAr1xVEssHoTGMl&w=130&h=130&url=http%3A%2F%2Fstatic1.businessinsider.com%2Fimage%2F594156004cb1e45b107e95ce-1190-625%2F13-famous-father-and-son-duos-who-have-been-in-movies-together.jpg&cfs=1&sx=308&sy=0&sw=595&sh=595&_nc_hash=AQC44u6XU2tjDWXl	https://external.xx.fbcdn.net/safe_image.php?d=AQA7KCxO4FlytX5H&url=http%3A%2F%2Fstatic1.businessinsider.com%2Fimage%2F594156004cb1e45b107e95ce-1190-625%2F13-famous-father-and-son-duos-who-have-been-in-movies-together.jpg&_nc_hash=AQCmqjr9tfKGOwwO	http://www.businessinsider.com/father-and-son-actors-in-movies-together-2017-6	businessinsider.com	2017-11-13T15:50:00+0000	1510588200	"2017-11-13 16:50:00"	230	0	249	9	258
link	post_page_20446254070	20446254070_10155222875614071	https://www.facebook.com/20446254070/posts/10155222875614071	"This could revolutionize practical medicine."	https://external.xx.fbcdn.net/safe_image.php?d=AQDjO4HQfqzzBEI8&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09b1b67bcaa425733243d8%2F477a76b7d45d0f9a6c72eaa9915708e0fe803cd9_25dfe88ee814b099edb8a88f1984d509595b46b2_facebook&cfs=1&_nc_hash=AQB_jc3ySuIz5Pfo	https://external.xx.fbcdn.net/safe_image.php?d=AQAVXB3yQDSeFD4W&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09b1b67bcaa425733243d8%2F477a76b7d45d0f9a6c72eaa9915708e0fe803cd9_25dfe88ee814b099edb8a88f1984d509595b46b2_facebook&_nc_hash=AQA60BRFc59SFcK3	http://read.bi/2zFeWLz	read.bi	2017-11-13T15:45:01+0000	1510587901	"2017-11-13 16:45:01"	115	0	145	33	178
link	post_page_20446254070	20446254070_10155222871639071	https://www.facebook.com/20446254070/posts/10155222871639071	"Azar is a former pharma executive."	https://external.xx.fbcdn.net/safe_image.php?d=AQDu71iHsjkdx3Eq&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09bad67bcaa48d3d052504%2Fcc190b4717280fa1ecfeb320ad0490e4acc06864_7cd36e588f705fc9f7f1b8f0019e87fccc20ed65_facebook&cfs=1&sx=232&sy=0&sw=595&sh=595&_nc_hash=AQCBQGMDVi5Z7VMr	https://external.xx.fbcdn.net/safe_image.php?d=AQDGtvAPSndJQNKh&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09bad67bcaa48d3d052504%2Fcc190b4717280fa1ecfeb320ad0490e4acc06864_7cd36e588f705fc9f7f1b8f0019e87fccc20ed65_facebook&_nc_hash=AQAr8oMTbTqef-7E	http://read.bi/2yvUICl	read.bi	2017-11-13T15:43:06+0000	1510587786	"2017-11-13 16:43:06"	22	48	65	10	123
link	post_page_20446254070	20446254070_10155222864594071	https://www.facebook.com/20446254070/posts/10155222864594071	"Now doubt surrounds the NSA  and experts wonder whether the agency can do its job at all."	https://external.xx.fbcdn.net/safe_image.php?d=AQDZTlIxJzxgPQJC&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09b4119363923372052503%2F82ec1ad1ea76e45acec6e384c6126be96f6ce6cd_f76c520ebc21c1aefe1eb7672559c5e2640c1269_facebook&cfs=1&sx=0&sy=0&sw=500&sh=500&_nc_hash=AQAIdYeC_cV-jiZD	https://external.xx.fbcdn.net/safe_image.php?d=AQAE59LoTP7awXrs&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09b4119363923372052503%2F82ec1ad1ea76e45acec6e384c6126be96f6ce6cd_f76c520ebc21c1aefe1eb7672559c5e2640c1269_facebook&_nc_hash=AQDmEcsmpdOccXtN	http://read.bi/2zznDJD	read.bi	2017-11-13T15:40:08+0000	1510587608	"2017-11-13 16:40:08"	67	9	120	47	176
link	post_page_20446254070	20446254070_10155222625034071	https://www.facebook.com/20446254070/posts/10155222625034071	"These two are the best of friends."	https://external.xx.fbcdn.net/safe_image.php?d=AQDtbxiFaaiyK4xh&w=130&h=130&url=http%3A%2F%2Fstatic4.businessinsider.com%2Fimage%2F57113de091058436008bd094-1190-625%2F44-pictures-of-the-incredible-bromance-between-president-obama-and-vice-president-biden.jpg&cfs=1&sx=0&sy=0&sw=595&sh=595&_nc_hash=AQCAUSuKczDZhh84	https://external.xx.fbcdn.net/safe_image.php?d=AQCc-gUPhyEwB9Vy&url=http%3A%2F%2Fstatic4.businessinsider.com%2Fimage%2F57113de091058436008bd094-1190-625%2F44-pictures-of-the-incredible-bromance-between-president-obama-and-vice-president-biden.jpg&_nc_hash=AQC21ZfpuXpdlSgr	https://buff.ly/2ibJEo6	buff.ly	2017-11-13T15:30:00+0000	1510587000	"2017-11-13 16:30:00"	52	2	66	0	68
video	post_page_20446254070	20446254070_10155222809759071	https://www.facebook.com/20446254070/posts/10155222809759071	"Never use a car wash again."	https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/23496716_735766966630692_2975532855674798080_n.jpg?oh=ea9c04d497dbdc63fd3e1f851173ee1b&oe=5A994351	https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/23496716_735766966630692_2975532855674798080_n.jpg?oh=572e804586d038873168749afff1016d&oe=5AA552EB	https://www.facebook.com/TechInsiderUK/videos/735763916630997/	facebook.com	2017-11-13T15:23:23+0000	1510586603	"2017-11-13 16:23:23"	1963	707	2225	1	2933
link	post_page_20446254070	20446254070_10155222803624071	https://www.facebook.com/20446254070/posts/10155222803624071	"The president s son is giving Keurig-hating conservatives an alternative."	https://external.xx.fbcdn.net/safe_image.php?d=AQBOIC97HxBbiLJE&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09b569c3453d914605251d%2F63dbffb3fe3f7400379d8e2c216aea4e8b7110ee_560300d0d67fd6bb189048323d315d63ace4de8c_facebook&cfs=1&sx=253&sy=0&sw=445&sh=445&_nc_hash=AQDIlqduYbFlhPMK	https://external.xx.fbcdn.net/safe_image.php?d=AQDu-PX4eJWDzVQ_&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09b569c3453d914605251d%2F63dbffb3fe3f7400379d8e2c216aea4e8b7110ee_560300d0d67fd6bb189048323d315d63ace4de8c_facebook&_nc_hash=AQD1NCMxTpEpu_na	http://read.bi/2zyC1BV	read.bi	2017-11-13T15:20:01+0000	1510586401	"2017-11-13 16:20:01"	105	130	254	26	410
link	post_page_20446254070	20446254070_10155222794364071	https://www.facebook.com/20446254070/posts/10155222794364071	"Service members must be able to communicate as efficiently as possible while still being understood."	https://external.xx.fbcdn.net/safe_image.php?d=AQD4fqC0aXaf7_mp&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09a54af8594c982bac61fb%2F7680602b34eaff06b5c61e58c38d66e98d58690f_8d65bed031d8fdf6058e7658b574db74007cfe85_facebook&cfs=1&sx=256&sy=0&sw=768&sh=768&_nc_hash=AQDhr4XvfultW1pw	https://external.xx.fbcdn.net/safe_image.php?d=AQC6rdiyhZAdHVOW&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09a54af8594c982bac61fb%2F7680602b34eaff06b5c61e58c38d66e98d58690f_8d65bed031d8fdf6058e7658b574db74007cfe85_facebook&_nc_hash=AQCy1HMuF6aj9GKK	http://read.bi/2mk1cTj	read.bi	2017-11-13T15:15:14+0000	1510586114	"2017-11-13 16:15:14"	52	2	61	6	69
link	post_page_20446254070	20446254070_10155222614224071	https://www.facebook.com/20446254070/posts/10155222614224071	" Fear not  young master Henry. You will be brave because you are brave. "	https://external.xx.fbcdn.net/safe_image.php?d=AQB79DWf8xqzSIJr&w=130&h=130&url=http%3A%2F%2Fstatic3.businessinsider.com%2Fimage%2F5a0918b5ec1ade3b630d05fb-1190-625%2F5-details-you-may-have-missed-on-sundays-episode-of-the-walking-dead.jpg&cfs=1&sx=459&sy=0&sw=595&sh=595&_nc_hash=AQB3GN8EBd6yI3JN	https://external.xx.fbcdn.net/safe_image.php?d=AQDf_0l-UGAaVVlW&url=http%3A%2F%2Fstatic3.businessinsider.com%2Fimage%2F5a0918b5ec1ade3b630d05fb-1190-625%2F5-details-you-may-have-missed-on-sundays-episode-of-the-walking-dead.jpg&_nc_hash=AQCCOHJDP-bpanXg	http://www.businessinsider.com/the-walking-dead-season-8-episode-4-analysis-2017-11	businessinsider.com	2017-11-13T15:10:00+0000	1510585800	"2017-11-13 16:10:00"	12	0	17	1	18
video	post_page_20446254070	20446254070_894803627384661	https://www.facebook.com/20446254070/posts/894803627384661	"7 time-saving hacks that will free up hours in your schedule."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/16470571_673797682818591_2649357757722918912_n.jpg?oh=b2164488487504fc4a35e51ad9398a8d&oe=5A9D6D86	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/16470571_673797682818591_2649357757722918912_n.jpg?oh=0896cf6aab74026a7f7f8c1a5d537240&oe=5AA13E3C	https://www.facebook.com/businessinsider/videos/894803627384661/	facebook.com	2017-11-13T14:55:00+0000	1510584900	"2017-11-13 15:55:00"	193	5	208	156	369
link	post_page_20446254070	20446254070_10155222611504071	https://www.facebook.com/20446254070/posts/10155222611504071	"You can get a lot more space in Dallas or Chicago than in Boston or San Francisco."	https://external.xx.fbcdn.net/safe_image.php?d=AQD9JX1H8mLrhfbo&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a099ee7f8594c7479ac6205%2Fa162f5d069e627af5e326ab5b45474eb4d390ddc_8ba0e6a78091fcfbe0583c8fab83c8e9d6892f1b_facebook&cfs=1&sx=0&sy=0&sw=500&sh=500&_nc_hash=AQDLATGouETJ7kCC	https://external.xx.fbcdn.net/safe_image.php?d=AQBuZBjsRFV9XcqC&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a099ee7f8594c7479ac6205%2Fa162f5d069e627af5e326ab5b45474eb4d390ddc_8ba0e6a78091fcfbe0583c8fab83c8e9d6892f1b_facebook&_nc_hash=AQA4MX9R2F6OueQe	https://buff.ly/2yXk0h2	buff.ly	2017-11-13T14:50:00+0000	1510584600	"2017-11-13 15:50:00"	87	3	93	0	96
link	post_page_20446254070	20446254070_10155222722909071	https://www.facebook.com/20446254070/posts/10155222722909071	"Duterte said he sang the duet  upon the orders of the Commander in Chief of the United States. "	https://external.xx.fbcdn.net/safe_image.php?d=AQCeddezLnQx8kiL&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09a3d309df6a8d5aac620a%2F64f73bc1fa5a3d9e74eb63e37ecf90cfec2ba9e5_fad702676e144e2e2158470c946a1a6ee093a12a_facebook&cfs=1&sx=595&sy=0&sw=595&sh=595&_nc_hash=AQDSQtYYumqWFTnJ	https://external.xx.fbcdn.net/safe_image.php?d=AQAfnIGizCZLBr8y&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09a3d309df6a8d5aac620a%2F64f73bc1fa5a3d9e74eb63e37ecf90cfec2ba9e5_fad702676e144e2e2158470c946a1a6ee093a12a_facebook&_nc_hash=AQA_Z25ipcC1Tm1k	http://read.bi/2ibmNc7	read.bi	2017-11-13T14:45:20+0000	1510584320	"2017-11-13 15:45:20"	78	76	151	12	239
link	post_page_20446254070	20446254070_10155222704979071	https://www.facebook.com/20446254070/posts/10155222704979071	"One poster was particularly harrowing."	https://external.xx.fbcdn.net/safe_image.php?d=AQCXbPEnzz1KPJyw&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0987959363926226f114b8%2Fbbd7ce44632925e10abca7e4b2473a87c48ef1c3_de8add0b8d7ab192cda2ca6844db2c53a42b72d7_facebook&cfs=1&_nc_hash=AQCdo0NlkvmraQi7	https://external.xx.fbcdn.net/safe_image.php?d=AQAYC2nR2ViyOi-O&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0987959363926226f114b8%2Fbbd7ce44632925e10abca7e4b2473a87c48ef1c3_de8add0b8d7ab192cda2ca6844db2c53a42b72d7_facebook&_nc_hash=AQBOmqiF_DF1KJ0a	http://read.bi/2AH5uHt	read.bi	2017-11-13T14:40:10+0000	1510584010	"2017-11-13 15:40:10"	232	2	289	31	322
link	post_page_20446254070	20446254070_10155222694884071	https://www.facebook.com/20446254070/posts/10155222694884071	"Look how far we ve come."	https://external.xx.fbcdn.net/safe_image.php?d=AQBRYi5Hh08swKVT&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09ab817bcaa4883e3243d8%2F11bc827cf4922a9ed731f3e676a985392fa5b1c9_3617d91c541f8f611db71840f9ff2e5aa111c37e_facebook&cfs=1&_nc_hash=AQAm2jIhkSQOW_Iu	https://external.xx.fbcdn.net/safe_image.php?d=AQAz6MaNA7gLlCfA&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09ab817bcaa4883e3243d8%2F11bc827cf4922a9ed731f3e676a985392fa5b1c9_3617d91c541f8f611db71840f9ff2e5aa111c37e_facebook&_nc_hash=AQB9jQWtmiDleMMA	http://read.bi/2zFk0PN	read.bi	2017-11-13T14:35:05+0000	1510583705	"2017-11-13 15:35:05"	43	1	50	19	70
link	post_page_20446254070	20446254070_10155222590234071	https://www.facebook.com/20446254070/posts/10155222590234071	"Facebook is getting serious about creating a Yelp alternative."	https://external.xx.fbcdn.net/safe_image.php?d=AQAc8lbdpl5k778W&w=130&h=130&url=http%3A%2F%2Fstatic4.businessinsider.com%2Fimage%2F5a06317735876ea2008b56e3-1190-625%2Fheres-how-to-use-facebook-local-the-companys-newly-relaunched-events-app.jpg&cfs=1&sx=582&sy=0&sw=595&sh=595&_nc_hash=AQDzjKLc7pFeH1qy	https://external.xx.fbcdn.net/safe_image.php?d=AQBIeokXowlOvedI&url=http%3A%2F%2Fstatic4.businessinsider.com%2Fimage%2F5a06317735876ea2008b56e3-1190-625%2Fheres-how-to-use-facebook-local-the-companys-newly-relaunched-events-app.jpg&_nc_hash=AQBCu0eHKTaEY7rt	http://www.businessinsider.com/how-to-use-the-new-local-from-facebook-app-2017-11	businessinsider.com	2017-11-13T14:30:00+0000	1510583400	"2017-11-13 15:30:00"	22	2	22	2	26
link	post_page_20446254070	20446254070_10155222663364071	https://www.facebook.com/20446254070/posts/10155222663364071	"Many retain their religious beliefs even after they re released."	https://external.xx.fbcdn.net/safe_image.php?d=AQCIxHaSA1FTNqTe&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0726c9c3453dee2dbd18b1%2Fa2905dc587e8339a1553811cacd8680b92c281eb_c6193295cbb8d6b95cd233595af9b61b1ef877b6_facebook&cfs=1&sx=170&sy=0&sw=424&sh=424&_nc_hash=AQCSvR7qIKRPNPSv	https://external.xx.fbcdn.net/safe_image.php?d=AQAL8xFnu3Udpq_O&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0726c9c3453dee2dbd18b1%2Fa2905dc587e8339a1553811cacd8680b92c281eb_c6193295cbb8d6b95cd233595af9b61b1ef877b6_facebook&_nc_hash=AQAdmNKhgj5m2fTA	http://read.bi/2zwsuLs	read.bi	2017-11-13T14:20:00+0000	1510582800	"2017-11-13 15:20:00"	99	50	125	31	206
video	post_page_20446254070	20446254070_10155222612419071	https://www.facebook.com/20446254070/posts/10155222612419071	"The glass should always be half-full."	https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/23475637_2418229991736030_377894711878221824_n.jpg?oh=9fc8c13ca98f079e234f407908e9e921&oe=5AA05378	https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/23475637_2418229991736030_377894711878221824_n.jpg?oh=47a66e1bcca8b360cdb843d2b266c841&oe=5AA5E6C2	https://www.facebook.com/BusinessInsiderUK/videos/2418227618402934/	facebook.com	2017-11-13T14:20:00+0000	1510582800	"2017-11-13 15:20:00"	284	21	313	0	334
video	post_page_20446254070	20446254070_10155222637639071	https://www.facebook.com/20446254070/posts/10155222637639071	" You are the light : Watch controversial Philippines President Rodrigo Duterte serenade Trump with a love song."	https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/23496102_10155222650999071_922594644884193280_n.jpg?oh=b4a49fa15759351129263dbd48d82c38&oe=5A674863	https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/23496102_10155222650999071_922594644884193280_n.jpg?oh=307a45b8c673e9464cc7a1b1f43f9320&oe=5AAE1941	https://www.facebook.com/businessinsider/videos/10155222637639071/	facebook.com	2017-11-13T14:11:17+0000	1510582277	"2017-11-13 15:11:17"	978	421	1670	348	2439
link	post_page_20446254070	20446254070_10155222585734071	https://www.facebook.com/20446254070/posts/10155222585734071	"Wawa s employees have  goose blood. "	https://external.xx.fbcdn.net/safe_image.php?d=AQAh-TBgxgkJdmI_&w=130&h=130&url=http%3A%2F%2Fstatic2.businessinsider.com%2Fimage%2F5a05f5803dbef4db018b5483-1190-625%2Fwhat-its-really-like-to-work-at-one-of-americas-favorite-chains.jpg&cfs=1&sx=296&sy=0&sw=595&sh=595&_nc_hash=AQAhd3k9dJI3Yubi	https://external.xx.fbcdn.net/safe_image.php?d=AQBbZVE1DQCihiBi&url=http%3A%2F%2Fstatic2.businessinsider.com%2Fimage%2F5a05f5803dbef4db018b5483-1190-625%2Fwhat-its-really-like-to-work-at-one-of-americas-favorite-chains.jpg&_nc_hash=AQCj44XqG6OjdXGI	http://www.businessinsider.com/work-at-wawa-2017-11	businessinsider.com	2017-11-13T14:10:00+0000	1510582200	"2017-11-13 15:10:00"	24	4	29	2	35
link	post_page_20446254070	20446254070_10155222635344071	https://www.facebook.com/20446254070/posts/10155222635344071	"Want to take a vacation to the moon?"	https://external.xx.fbcdn.net/safe_image.php?d=AQCn9s4vYIpIhK0j&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a08a407936392812f348ca8%2F09b0d0cba1b05b91999ef390f7c6118523dd8d86_e4069aae05cbf14519f051d7b607e82e0e1e50a2_facebook&cfs=1&_nc_hash=AQC7lJSM2JJCQC2A	https://external.xx.fbcdn.net/safe_image.php?d=AQAUPsGMOtGHcbcr&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a08a407936392812f348ca8%2F09b0d0cba1b05b91999ef390f7c6118523dd8d86_e4069aae05cbf14519f051d7b607e82e0e1e50a2_facebook&_nc_hash=AQAIih0wgL1mYDNY	http://read.bi/2AFDuEe	read.bi	2017-11-13T14:00:48+0000	1510581648	"2017-11-13 15:00:48"	14	1	17	1	19
link	post_page_20446254070	20446254070_10155222583519071	https://www.facebook.com/20446254070/posts/10155222583519071	"Ted Turner got kicked out of Brown University."	https://external.xx.fbcdn.net/safe_image.php?d=AQAkeUZzCsbdJYB6&w=130&h=130&url=http%3A%2F%2Fstatic5.businessinsider.com%2Fimage%2F5a05e1473dbef4ae078b53e7-1190-625%2F15-incredibly-successful-people-who-never-graduated-college.jpg&cfs=1&sx=336&sy=0&sw=595&sh=595&_nc_hash=AQCuk_QN4ezvKtoR	https://external.xx.fbcdn.net/safe_image.php?d=AQA40SzSd29HNDKB&url=http%3A%2F%2Fstatic5.businessinsider.com%2Fimage%2F5a05e1473dbef4ae078b53e7-1190-625%2F15-incredibly-successful-people-who-never-graduated-college.jpg&_nc_hash=AQBLc_rSI9fayAzZ	http://www.businessinsider.com/15-incredibly-successful-people-who-never-graduated-college-2017-11	businessinsider.com	2017-11-13T13:50:00+0000	1510581000	"2017-11-13 14:50:00"	173	9	186	35	230
link	post_page_20446254070	20446254070_10155222604604071	https://www.facebook.com/20446254070/posts/10155222604604071	"They re worth $540 million  planned their wedding in 10 days  and have spoken every day for 11 years."	https://external.xx.fbcdn.net/safe_image.php?d=AQCNs7IQj1AUX-ic&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a07426d936392fc55b2267a%2F36bf319055b6395bd876a8ad1cd04e31de069e48_b73c880a56967e9cf68b6c0e376401995a732326_facebook&cfs=1&sx=76&sy=0&sw=595&sh=595&_nc_hash=AQDZVgGdu5gsXbbs	https://external.xx.fbcdn.net/safe_image.php?d=AQC5AQJQk4xL-ewm&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a07426d936392fc55b2267a%2F36bf319055b6395bd876a8ad1cd04e31de069e48_b73c880a56967e9cf68b6c0e376401995a732326_facebook&_nc_hash=AQBYtuTwMTonYYIC	http://read.bi/2AC9mtm	read.bi	2017-11-13T13:40:06+0000	1510580406	"2017-11-13 14:40:06"	431	13	484	15	512
